"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT08","WT11"
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-25",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-26",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-27",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-29",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-30",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-05-31",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-03",,,"0.12",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-04",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-05",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-07",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-08",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-09",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-10",,,"0.02",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-11",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-13",,,"1.12",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-14",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-15",,,"0.08",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-16",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-17",,,"1.47",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-18",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-19",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-20",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-21",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-22",,,"0.05",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-24",,,"1.45",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-25",,,"0.10",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-26",,,"2.55",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-27",,,"1.50",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-28",,,"1.35",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-29",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-06-30",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-03",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-04",,,"0.05",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-05",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-07",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-08",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-09",,,"0.46",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-10",,,"1.33",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-11",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-13",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-14",,,"0.10",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-15",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-16",,,"0.15",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-17",,,"0.90",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-18",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-19",,,"0.15",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-20",,,"0.15",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-21",,,"0.40",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-22",,,"0.19",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-23",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-25",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-26",,,"0.44",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-27",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-29",,,"0.22",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-30",,,"0.10",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-07-31",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-03",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-04",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-05",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-07",,,"0.46",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-08",,,"0.88",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-09",,,"0.02",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-10",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-11",,,"1.40",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-12",,,"0.02",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-13",,,"0.03",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-14",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-15",,,"0.03",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-16",,,"0.47",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-17",,,"0.12",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-18",,,"0.11",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-19",,,"0.03",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-20",,,"0.00",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-21",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-22",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-25",,,"0.05",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-26",,,"0.10",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-27",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-29",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-30",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-08-31",,,"0.18",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-01",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-03",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-04",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-05",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-07",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-08",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-09",,,"0.05",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-10",,,"0.07",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-11",,,"1.50",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-12",,,"0.02",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-13",,,"0.22",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-14",,,"0.01",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-15",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-16",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-17",,,"0.00","0.0",,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-18",,,"0.90",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-19",,,"0.30",,,,,,,,,,,,,
"US1PAPH0004","PHILADELPHIA 4.7 NE, PA US","2023-09-20",,,"0.01",,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-01",,,"0.00","0.0","0.0",,"59","37",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-02",,,"0.00","0.0","0.0",,"57","37",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-03",,,"0.01","0.0","0.0",,"64","47",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-04",,,"0.00","0.0","0.0",,"68","55",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-05",,,"0.40","0.0","0.0",,"65","46",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-06",,,"0.01","0.0","0.0",,"52","40",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-07",,,"0.00","0.0","0.0",,"50","37",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-08",,,"0.00","0.0","0.0",,"44","30",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-09",,,"0.03","0.0","0.0",,"46","34",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-10",,,"0.00","0.0","0.0",,"46","31",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-11",,,"0.00","0.0","0.0",,"46","27",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-12",,,"0.07","0.0","0.0",,"55","39",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-13",,,"0.03","0.0","0.0",,"59","38",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-14",,,"0.00","0.0","0.0",,"38","30",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-15",,,"0.00","0.0","0.0",,"46","29",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-16",,,"0.00","0.0","0.0",,"52","27",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-17",,,"0.00","0.0","0.0",,"48","30",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-18",,,"0.00","0.0","0.0",,"58","37",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-19",,,"0.69","0.0","0.0",,"46","38",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-20",,,"0.01","0.0","0.0",,"51","36",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-21",,,"0.00","0.0","0.0",,"43","37",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-22",,,"0.56","0.0","0.0",,"41","28",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-23",,,"0.20","0.0","0.0",,"41","37",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-24",,,"0.00","0.0","0.0",,"49","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-25",,,"0.74","0.0","0.0",,"58","26",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-26",,,"0.11","0.0","0.0",,"52","37",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-27",,,"0.00","0.0","0.0",,"42","28",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-28",,,"0.00","0.0","0.0",,"53","25",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-29",,,"0.00","0.0","0.0",,"51","29",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-30",,,"0.00","0.0","0.0",,"53","35",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-01-31",,,"0.06","0.0","0.0",,"44","33",,"    1",,,"    1",,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-01",,,"0.03","0.4","0.0",,"38","26",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-02",,,"0.00","0.0","0.0",,"40","22",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-03",,,"0.00","0.0","0.0",,"36","15",,,,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-04",,,"0.00","0.0","0.0",,"28","13",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-05",,,"0.00","0.0","0.0",,"51","25",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-06",,,"0.00","0.0","0.0",,"53","29",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-07",,,"0.00","0.0","0.0",,"42","24",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-08",,,"0.00","0.0","0.0",,"59","34",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-09",,,"0.00","0.0","0.0",,"62","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-10",,,"0.00","0.0","0.0",,"62","42",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-11",,,"0.00","0.0","0.0",,"49","33",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-12",,,"0.16","0.0","0.0",,"45","32",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-13",,,"0.02","0.0","0.0",,"60","38",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-14",,,"0.00","0.0","0.0",,"57","35",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-15",,,"0.00","0.0","0.0",,"65","41",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-16",,,"0.29","0.0","0.0",,"59","44",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-17",,,"0.63","0.0","0.0",,"59","31",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-18",,,"0.00","0.0","0.0",,"39","22",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-19",,,"0.00","0.0","0.0",,"50","27",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-20",,,"0.00","0.0","0.0",,"56","33",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-21",,,"0.15","0.0","0.0",,"55","36",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-22",,,"0.03","0.0","0.0",,"55","25",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-23",,,"0.00","0.0","0.0",,"61","36",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-24",,,"0.00","0.0","0.0",,"53","33",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-25",,,"0.00","0.0","0.0",,"35","28",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-26",,,"0.00","0.0","0.0",,"54","30",,,,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-27",,,"0.28","0.0","0.0",,"50","32",,"    1",,,"    1",,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-02-28",,,"0.06","0.0","0.0",,"49","33",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-01",,,"0.00","0.0","0.0",,"51","31",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-02",,,"0.00","0.0","0.0",,"60","44",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-03",,,"0.73","0.0","0.0",,"50","37",,"    1",,,"    1",,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-04",,,"0.16","0.0","0.0",,"56","37",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-05",,,"0.00","0.0","0.0",,"62","30",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-06",,,"0.00","0.0","0.0",,"58","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-07",,,"0.00","0.0","0.0",,"51","37",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-08",,,"0.00","0.0","0.0",,"51","35",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-09",,,"0.00","0.0","0.0",,"55","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-10",,,"0.23","0.0","0.0",,"46","34",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-11",,,"0.00","0.0","0.0",,"48","33",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-12",,,"0.00","0.0","0.0",,"45","28",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-13",,,"0.04","0.0","0.0",,"48","39",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-14",,,"0.00","0.0","0.0",,"45","35",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-15",,,"0.00","0.0","0.0",,"52","34",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-16",,,"0.00","0.0","0.0",,"61","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-17",,,"0.01","0.0","0.0",,"62","40",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-18",,,"0.00","0.0","0.0",,"55","40",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-19",,,"0.00","0.0","0.0",,"42","28",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-20",,,"0.00","0.0","0.0",,"52","26",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-21",,,"0.00","0.0","0.0",,"63","27",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-22",,,"0.00","0.0","0.0",,"65","41",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-23",,,"0.63","0.0","0.0",,"67","49",,"    1","    1","    1",,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-24",,,"0.20","0.0","0.0",,"59","47",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-25",,,"0.18","0.0","0.0",,"51","46",,"    1","    1",,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-26",,,"0.00","0.0","0.0",,"66","45",,"    1","    1",,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-27",,,"0.08","0.0","0.0",,"66","38",,"    1",,,,,"    1",
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-28",,,"0.00","0.0","0.0",,"57","39",,"    1",,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-29",,,"0.00","0.0","0.0",,"59","35",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-30",,,"0.00","0.0","0.0",,"50","31",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-03-31",,,"0.00","0.0","0.0",,"64","33",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","2023-04-01",,,"0.42","0.0","0.0","65","74","51",,"    1",,"    1",,,,
